Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,franchise_id,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of
2003,1,,19,FrRnd,19,Diamondbacks via Mariners,ARI,Y,"$1,500,000 ",*Conor Jackson(minors),1B,2.2,658,2184,52,0.271,0.757,,,,,,,4Yr,"University of California, Berkeley (Berkeley, CA)"
2003,1,,24,FrRnd,24,Dodgers,LAD,Y,"$1,375,000 ",Chad Billingsley(minors),RHP,17.2,215,355,3,0.138,0.369,226,83,64,3.72,1.37,0,HS,"Defiance HS (Defiance, OH)"
2003,1,,20,FrRnd,20,Expos,NAT,Y,"$1,350,000 ",Chad Cordero(minors),RHP,7.3,295,5,0,0,0,314,20,15,2.89,1.21,128,4Yr,"California State University, Fullerton (Fullerton, CA)"
2003,1s,,34,FrRnd,34,Giants,SFG,Y,"$975,000 ",*Craig Whitaker(minors),RHP,,,,,,,,,,,,,HS,"Lufkin HS (Lufkin, TX)"
2003,1,,22,FrRnd,22,Giants via Astros,SFG,Y,"$1,425,000 ",*David Aardsma(minors),RHP,1.8,139,4,0,0,0,331,16,18,4.27,1.42,69,4Yr,"Rice University (Houston, TX)"
2003,1,,11,FrRnd,11,Indians,CLE,Y,"$2,010,000 ",Michael Aubrey(minors),1B,0.2,46,135,6,0.259,0.755,,,,,,,4Yr,"Tulane University (New Orleans, LA)"
2003,1s,,31,FrRnd,31,Indians,CLE,Y,"$1,025,000 ",*Adam Miller(minors),RHP,,,,,,,,,,,,,HS,"McKinney HS (McKinney, TX)"
2003,1,,18,FrRnd,18,Indians via Phillies,CLE,Y,"$1,525,000 ",*Brad Snyder(minors),OF,-0.1,30,66,2,0.167,0.513,,,,,,,4Yr,"Ball State University (Muncie, IN)"
2003,1s,,37,FrRnd,37,Mariners,SEA,Y,"$925,000 ",*Adam Jones(minors),SS,32.6,1823,7009,282,0.277,0.771,,,,,,,HS,"Samuel F. B. Morse HS (San Diego, CA)"
2003,1,,16,FrRnd,16,Marlins,FLA,Y,"$1,850,000 ",Jeff Allison(minors),RHP,,,,,,,,,,,,,HS,"Veterans Memorial HS (Peabody, MA)"
2003,1,,12,FrRnd,12,Mets,NYM,Y,"$2,075,000 ",Lastings Milledge(minors),OF,0.5,433,1500,33,0.269,0.723,,,,,,,HS,"Lakewood Ranch HS (Bradenton, FL)"
2003,1,,7,FrRnd,7,Orioles,BAL,Y,"$1,850,000 ",Nick Markakis(minors),OF,33.6,2154,8302,189,0.288,0.781,,,,,,,JC,"Young Harris College (Young Harris, GA)"
2003,1,,4,FrRnd,4,Padres,SDP,Y,"$750,000 ",Tim Stauffer(minors),RHP,3.8,183,140,0,0.15,0.35,201,33,34,3.97,1.33,0,4Yr,"University of Richmond (Richmond, VA)"
2003,1,,8,FrRnd,8,Pirates,PIT,Y,"$2,200,000 ",Paul Maholm(minors),LHP,11.9,259,478,2,0.109,0.281,273,77,100,4.3,1.4,0,4Yr,"Mississippi State University (Mississippi State, MS)"
2003,1,,9,FrRnd,9,Rangers,TEX,Y,"$2,100,000 ",John Danks(minors),LHP,20.2,11,24,0,0.083,0.203,247,79,104,4.38,1.35,0,HS,"Round Rock HS (Round Rock, TX)"
2003,1,,17,FrRnd,17,Red Sox,BOS,Y,"$1,525,000 ",David Murphy(minors),OF,9.9,1110,3467,104,0.274,0.765,2,0,0,0,3,0,4Yr,"Baylor University (Waco, TX)"
2003,1s,,32,FrRnd,32,Red Sox,BOS,Y,"$1,010,000 ",*Matt Murton(minors),OF,3.3,346,952,29,0.286,0.788,,,,,,,4Yr,"Georgia Institute of Technology (Atlanta, GA)"
2003,1,,14,FrRnd,14,Reds,CIN,Y,"$1,400,000 ",Ryan Wagner(minors),RHP,-0.3,146,4,0,0.25,0.5,148,11,9,4.79,1.59,0,4Yr,"University of Houston (Houston, TX)"
2003,1,,10,FrRnd,10,Rockies,COL,Y,"$1,950,000 ",Ian Stewart(minors),3B,3.3,511,1489,61,0.229,0.73,,,,,,,HS,"La Quinta HS (Westminster, CA)"
2003,1,,5,FrRnd,5,Royals,KCR,Y,"$2,100,000 ",Chris Lubanski(minors),OF,,,,,,,,,,,,,HS,"Kennedy-Kenrick Catholic HS (Norristown, PA)"
2003,1,,30,FrRnd,30,Royals via Braves,KCR,Y,"$900,000 ",*Mitch Maier(minors),C,1.5,359,977,10,0.248,0.671,2,0,0,0,1,0,4Yr,"University of Toledo (Toledo, OH)"
2003,1,,3,FrRnd,3,Tigers,DET,Y,"$3,350,000 ",Kyle Sleeth(minors),RHP,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)"
2003,1,,21,FrRnd,21,Twins,MIN,Y,"$1,450,000 ",Matt Moses(minors),3B,,,,,,,,,,,,,HS,"Mills E. Godwin HS (Henrico, VA)"
2003,1,,15,FrRnd,15,White Sox,CHW,Y,"$1,600,000 ",Brian Anderson(minors),OF,-0.2,355,799,22,0.227,0.661,,,,,,,4Yr,"University of Arizona (Tucson, AZ)"
2003,1,,27,FrRnd,27,Yankees,NYY,Y,"$1,250,000 ",Eric Duncan(minors),3B,,,,,,,,,,,,,HS,"Seton Hall Preparatory School (West Orange, NJ)"
2004,1,,12,FrRnd,12,Angels,ANA,Y,"$4,000,000 ",Jered Weaver(minors),RHP,34.6,28,55,0,0.073,0.178,331,150,98,3.63,1.19,0,4Yr,"California State University, Long Beach (Long Beach, CA)"
2004,1,,26,FrRnd,26,Athletics,OAK,Y,"$1,325,000 ",Richie Robnett(minors),OF,,,,,,,,,,,,,4Yr,"California State University, Fresno (Fresno, CA)"
2004,1s,,36,FrRnd,36,Athletics,OAK,Y,"$950,000 ",*Danny Putnam(minors),OF,-0.2,11,28,1,0.214,0.612,,,,,,,4Yr,"Stanford University (Palo Alto, CA)"
2004,1s,,40,FrRnd,40,Athletics,OAK,Y,"$800,000 ",*Huston Street(minors),RHP,14.5,304,2,0,0,0,668,42,34,2.95,1.07,324,4Yr,"University of Texas at Austin (Austin, TX)"
2004,1,,24,FrRnd,24,Athletics via Red Sox,OAK,Y,"$1,000,000 ",*Landon Powell(minors),C,0.2,123,363,10,0.207,0.612,,,,,,,4Yr,"University of South Carolina (Columbia, SC)"
2004,1,,16,FrRnd,16,Blue Jays,TOR,Y,"$1,600,000 ",David Purcey(minors),LHP,0.1,7,1,0,0,0,111,7,13,4.98,1.54,1,4Yr,"University of Oklahoma (Norman, OK)"
2004,1s,,32,FrRnd,32,Blue Jays,TOR,Y,"$1,017,500 ",*Zach Jackson(minors),LHP,-0.8,8,9,0,0.111,0.222,22,4,5,5.81,1.57,0,4Yr,"Texas A&M University (College Station, TX)"
2004,1,,5,FrRnd,5,Brewers,MIL,Y,"$2,200,000 ",Mark Rogers(minors),RHP,1.1,12,16,0,0.25,0.625,11,3,1,3.49,1.12,0,HS,"Mount Ararat School (Topsham, ME)"
2004,1,,19,FrRnd,19,Cardinals,STL,Y,"$1,525,000 ",Chris Lambert(minors),RHP,-0.8,0,0,0,,,14,1,3,7.36,1.97,0,4Yr,"Boston College (Chestnut Hill, MA)"
2004,1,,4,FrRnd,4,Devil Rays,TBD,Y,"$3,200,000 ",Jeff Niemann(minors),RHP,4.3,9,13,0,0.077,0.154,97,40,26,4.08,1.29,0,4Yr,"Rice University (Houston, TX)"
2004,1,,15,FrRnd,15,Diamondbacks,ARI,Y,"$4,000,000 ",Stephen Drew(minors),SS,15.9,1268,4403,123,0.252,0.741,,,,,,,4Yr,"Florida State University (Tallahassee, FL)"
2004,1,,17,FrRnd,17,Dodgers,LAD,Y,"$1,575,000 ",Scott Elbert(minors),LHP,1.5,120,6,0,0.167,0.5,127,4,3,3.54,1.33,2,HS,"Seneca HS (Seneca, MO)"
2004,1s,,33,FrRnd,33,Dodgers,LAD,Y,"$1,000,000 ",*Justin Orenduff(minors),RHP,,,,,,,,,,,,,4Yr,"Virginia Commonwealth University (Richmond, VA)"
2004,1,,28,FrRnd,28,Dodgers via Yankees,LAD,Y,"$1,200,000 ",*Blake DeWitt(minors),2B,1.9,426,1119,21,0.257,0.705,,,,,,,HS,"Sikeston HS (Sikeston, MO)"
2004,1,,13,FrRnd,13,Expos,NAT,Y,"$1,750,000 ",Bill Bray(minors),LHP,2.3,243,1,0,0,0,258,13,12,3.74,1.38,3,4Yr,"College of William and Mary (Williamsburg, VA)"
2004,1,,6,FrRnd,6,Indians,CLE,Y,"$2,475,000 ",Jeremy Sowers(minors),LHP,1.6,4,4,0,0.25,0.75,72,18,30,5.18,1.44,0,4Yr,"Vanderbilt University (Nashville, TN)"
2004,1,,27,FrRnd,27,Marlins,FLA,Y,"$1,300,000 ",Taylor Tankersley(minors),LHP,0.6,160,2,0,0,0,168,8,3,4.58,1.52,4,4Yr,"University of Alabama (Tuscaloosa, AL)"
2004,1,,3,FrRnd,3,Mets,NYM,Y,"$3,000,000 ",Philip Humber(minors),RHP,0.9,9,11,0,0.091,0.182,97,16,23,5.31,1.42,0,4Yr,"Rice University (Houston, TX)"
2004,1,,8,FrRnd,8,Orioles,BAL,N,,Wade Townsend(minors),RHP,,,,,,,,,,,,,4Yr,"Rice University (Houston, TX)"
2004,1,,1,FrRnd,1,Padres,SDP,Y,"$3,150,000 ",Matt Bush(minors),SS,2.6,8,0,0,,,170,12,7,3.54,1.23,12,HS,"Mission Bay HS (San Diego, CA)"
2004,1,,21,FrRnd,21,Phillies,PHI,Y,"$1,475,000 ",Greg Golson(minors),OF,-0.6,40,41,0,0.195,0.458,,,,,,,HS,"John B. Connally HS (Austin, TX)"
2004,1,,11,FrRnd,11,Pirates,PIT,Y,"$1,950,000 ",Neil Walker(minors),C,19.6,1306,4583,149,0.267,0.764,1,0,0,0,1.5,0,HS,"Pine-Richland HS (Gibsonia, PA)"
2004,1,,10,FrRnd,10,Rangers,TEX,Y,"$2,025,000 ",Thomas Diamond(minors),RHP,-0.5,16,7,0,0,0.125,16,1,3,6.83,1.76,0,4Yr,"University of New Orleans (New Orleans, LA)"
2004,1,,30,FrRnd,30,Rangers via Braves,TEX,Y,"$1,050,000 ",*Eric Hurley(minors),RHP,0.1,1,2,0,0.5,1,5,1,2,5.47,1.42,0,HS,"Wolfson HS (Jacksonville, FL)"
2004,1,,7,FrRnd,7,Reds,CIN,Y,"$2,300,000 ",Homer Bailey(minors),RHP,6.2,208,373,0,0.164,0.375,245,81,86,4.56,1.37,0,HS,"La Grange HS (La Grange, TX)"
2004,1,,9,FrRnd,9,Rockies,COL,Y,"$2,150,000 ",Chris Nelson(minors),SS,-2.6,282,834,16,0.265,0.699,,,,,,,HS,"Redan HS (Stone Mountain, GA)"
2004,1,,14,FrRnd,14,Royals,KCR,Y,"$1,450,000 ",Billy Butler(minors),3B,11.9,1414,5105,147,0.29,0.795,,,,,,,HS,"Wolfson HS (Jacksonville, FL)"
2004,1s,,31,FrRnd,31,Royals,KCR,Y,"$1,000,000 ",*J.P. Howell(minors),LHP,7.8,273,13,0,0.154,0.308,547,36,30,3.83,1.34,22,4Yr,"University of Texas at Austin (Austin, TX)"
2004,1,,29,FrRnd,29,Royals via Giants,KCR,Y,"$1,100,000 ",*Matt Campbell(minors),lHP,,,,,,,,,,,,,4Yr,"University of South Carolina (Columbia, SC)"
2004,1,,2,FrRnd,2,Tigers,DET,Y,"$3,120,000 ",Justin Verlander(minors),RHP,74.1,24,50,0,0.1,0.2,469,236,132,3.29,1.12,0,4Yr,"Old Dominion University (Norfolk, VA)"
2004,1,,20,FrRnd,20,Twins,MIN,Y,"$1,500,000 ",Trevor Plouffe(minors),SS,7.3,830,2933,106,0.242,0.714,,,,,,,HS,"Crespi Carmelite HS (Encino, CA)"
2004,1s,,35,FrRnd,35,Twins,MIN,Y,"$950,000 ",*Matt Fox(minors),RHP,0,0,0,0,,,4,0,0,4.91,1.36,0,4Yr,"University of Central Florida (Orlando, FL)"
2004,1s,,39,FrRnd,39,Twins,MIN,Y,"$875,000 ",*Jay Rainville(minors),RHP,,,,,,,,,,,,,HS,"Bishop Hendricken HS (Warwick, RI)"
2004,1,,25,FrRnd,25,Twins via Cubs,MIN,Y,"$1,000,000 ",*Kyle Waldrop(minors),RHP,0.5,0,0,0,,,24,1,1,3.62,1.52,0,HS,"Farragut HS (Knoxville, TN)"
2004,1,,22,FrRnd,22,Twins via Mariners,MIN,Y,"$1,425,000 ",*Glen Perkins(minors),LHP,8.9,24,4,0,0,0,409,35,25,3.88,1.29,120,4Yr,"University of Minnesota (Minneapolis, MN)"
2004,1,,18,FrRnd,18,White Sox,CHW,Y,"$1,550,000 ",Josh Fields(minors),3B,-1.1,217,713,34,0.234,0.724,,,,,,,4Yr,"Oklahoma State University (Stillwater, OK)"
2004,1s,,34,FrRnd,34,White Sox,CHW,Y,"$975,000 ",*Tyler Lumsden(minors),LHP,,,,,,,,,,,,,4Yr,"Clemson University (Clemson, SC)"
2004,1s,,38,FrRnd,38,White Sox,CHW,Y,"$850,000 ",*Gio Gonzalez(minors),lHP,28.3,221,410,3,0.09,0.247,344,131,101,3.7,1.32,0,HS,"Monsignor Edward Pace HS (Miami Gardens, FL)"
2004,1s,,37,FrRnd,37,Yankees,NYY,Y,"$925,000 ",*Jon Poterson(minors),C,,,,,,,,,,,,,HS,"Chandler HS (Chandler, AZ)"
2004,1s,,41,FrRnd,41,Yankees,NYY,Y,"$790,000 ",*Jeff Marquez(minors),RHP,0,1,0,0,,,4,0,0,5.4,1.4,0,JC,"Sacramento City College (Sacramento, CA)"
2004,1,,23,FrRnd,23,Yankees via Astros,NYY,Y,"$1,400,000 ",*Phil Hughes(minors),RHP,11,32,18,0,0,0,290,88,79,4.52,1.31,3,HS,"Foothill HS (Santa Ana, CA)"
2005,1s,,37,FrRnd,37,Angels,ANA,Y,"$925,000 ",*Trevor Bell(minors),RHP,-1.2,8,1,0,0,0,54,4,8,5.57,1.76,0,HS,"Crescenta Valley HS (La Crescenta, CA)"
2005,1,,24,FrRnd,24,Astros,HOU,Y,"$1,375,000 ",Brian Bogusevic(minors),LHP,2.1,321,748,19,0.238,0.684,1,0,0,18,3,0,4Yr,"Tulane University (New Orleans, LA)"
2005,1s,,38,FrRnd,38,Astros,HOU,Y,"$900,000 ",*Eli Iorg(minors),OF,,,,,,,,,,,,,4Yr,"University of Tennessee (Knoxville, TN)"
2005,1,,21,FrRnd,21,Athletics,OAK,Y,"$1,475,000 ",Cliff Pennington(minors),SS,10.1,971,2799,36,0.242,0.648,1,0,0,9,3,0,4Yr,"Texas A&M University (College Station, TX)"
2005,1s,,36,FrRnd,36,Athletics,OAK,Y,"$950,000 ",*Travis Buck(minors),OF,2.8,253,810,20,0.243,0.715,,,,,,,4Yr,"Arizona State University (Tempe, AZ)"
2005,1,,6,FrRnd,6,Blue Jays,TOR,Y,"$2,400,000 ",Ricky Romero(minors),LHP,9.9,8,21,0,0.095,0.19,129,51,45,4.16,1.4,0,4Yr,"California State University, Fullerton (Fullerton, CA)"
2005,1,,27,FrRnd,27,Braves,ATL,Y,"$1,300,000 ",Joey Devine(minors),RHP,2,30,1,0,0,0,93,8,3,2.75,1.25,1,4Yr,"North Carolina State University (Raleigh, NC)"
2005,1s,,41,FrRnd,41,Braves,ATL,Y,"$825,000 ",*Beau Jones(minors),LHP,,,,,,,,,,,,,HS,"Destrehan HS (Destrehan, LA)"
2005,1,,5,FrRnd,5,Brewers,MIL,Y,"$2,450,000 ",Ryan Braun(minors),3B,47.1,1766,6622,352,0.296,0.891,,,,,,,4Yr,"University of Miami (Coral Gables, FL)"
2005,1,,30,FrRnd,30,Cardinals,STL,Y,"$1,100,000 ",Tyler Greene(minors),SS,-0.4,288,675,17,0.224,0.645,,,,,,,4Yr,"Georgia Institute of Technology (Atlanta, GA)"
2005,1s,,43,FrRnd,43,Cardinals,STL,Y,"$800,000 ",*Mark McCormick(minors),RHP,,,,,,,,,,,,,4Yr,"Baylor University (Waco, TX)"
2005,1s,,46,FrRnd,46,Cardinals,STL,Y,"$675,000 ",*Tyler Herron(minors),RHP,,,,,,,,,,,,,HS,"Wellington Community HS (Wellington, FL)"
2005,1,,28,FrRnd,28,Cardinals via Red Sox,STL,Y,"$1,000,000 ",*Colby Rasmus(minors),OF,20.2,1092,3704,166,0.241,0.745,,,,,,,HS,"Russell County HS (Seale, AL)"
2005,1,,20,FrRnd,20,Cubs,CHC,Y,"$1,750,000 ",Mark Pawelek(minors),LHP,,,,,,,,,,,,,HS,"Springville HS (Springville, UT)"
2005,1,,8,FrRnd,8,Devil Rays,TBD,Y,"$1,500,000 ",Wade Townsend(minors),RHP,,,,,,,,,,,,,4Yr,"Rice University (Houston, TX)"
2005,1,,1,FrRnd,1,Diamondbacks,ARI,Y,"$6,100,000 ",Justin Upton(minors),SS,32.3,1842,6714,325,0.261,0.812,,,,,,,HS,"Great Bridge HS (Chesapeake, VA)"
2005,1s,,31,FrRnd,31,Diamondbacks,ARI,Y,"$1,025,000 ",*Matt Torra(minors),RHP,,,,,,,,,,,,,4Yr,"University of Massachusetts Amherst (Amherst, MA)"
2005,1s,,40,FrRnd,40,Dodgers,LAD,N,,*Luke Hochevar(minors),RHP,3.7,18,16,0,0.063,0.125,279,46,65,4.98,1.34,3,4Yr,"University of Tennessee (Knoxville, TN)"
2005,1,,14,FrRnd,14,Indians,CLE,Y,"$1,695,000 ",Trevor Crowe(minors),OF,0.2,265,818,4,0.24,0.615,,,,,,,4Yr,"University of Arizona (Tucson, AZ)"
2005,1s,,33,FrRnd,33,Indians,CLE,Y,"$1,000,000 ",*Johnny Drennen(minors),OF,,,,,,,,,,,,,HS,"Rancho Bernardo HS (San Diego, CA)"
2005,1,,3,FrRnd,3,Mariners,SEA,Y,"$3,400,000 ",Jeff Clement(minors),C,-1.2,152,385,14,0.218,0.648,,,,,,,4Yr,"University of Southern California (Los Angeles, CA)"
2005,1,,16,FrRnd,16,Marlins,FLA,Y,"$1,600,000 ",Chris Volstad(minors),RHP,2,130,201,0,0.139,0.317,170,37,58,5,1.45,0,HS,"Palm Beach Gardens HS (Palm Beach Gardens, FL)"
2005,1s,,34,FrRnd,34,Marlins,FLA,Y,"$975,000 ",*Ryan Tucker(minors),RHP,-1.3,11,7,0,0,0,18,2,3,8.14,1.88,0,HS,"Temple City HS (Temple City, CA)"
2005,1s,,44,FrRnd,44,Marlins,FLA,Y,"$775,000 ",*Sean West(minors),LHP,-0.1,21,34,0,0.059,0.147,22,8,8,5.03,1.58,0,HS,"Captain Shreve HS (Shreveport, LA)"
2005,1,,22,FrRnd,22,Marlins via Giants,FLA,Y,"$1,225,000 ",*Aaron Thompson(minors),LHP,-0.1,10,0,0,,,52,1,3,4.94,1.52,0,HS,"Second Baptist School (Houston, TX)"
2005,1,,29,FrRnd,29,Marlins via Yankees,FLA,Y,"$1,000,000 ",*Jacob Marceaux(minors),RHP,,,,,,,,,,,,,4Yr,"McNeese State University (Lake Charles, LA)"
2005,1,,9,FrRnd,9,Mets,NYM,Y,"$3,550,000 ",Mike Pelfrey(minors),RHP,5.8,148,268,0,0.105,0.275,275,68,103,4.68,1.51,1,4Yr,"Wichita State University (Wichita, KS)"
2005,1,,4,FrRnd,4,Nationals,WSN,Y,"$2,975,000 ",Ryan Zimmerman(minors),3B,40.1,1799,6654,284,0.277,0.816,,,,,,,4Yr,"University of Virginia (Charlottesville, VA)"
2005,1,,13,FrRnd,13,Orioles,BAL,Y,"$1,700,000 ",Brandon Snyder(minors),C,-0.1,122,200,9,0.24,0.731,,,,,,,HS,"Westfield HS (Chantilly, VA)"
2005,1s,,48,FrRnd,48,Orioles,BAL,Y,"$650,000 ",*Garrett Olson(minors),LHP,-2.7,11,6,0,0.167,0.31,104,14,22,6.26,1.67,1,4Yr,"California Polytechnic State University, San Luis Obispo (San Luis Obispo, CA)"
2005,1,,18,FrRnd,18,Padres,SDP,Y,"$1,550,000 ",Cesar Carrillo(minors),RHP,-0.7,3,3,0,0,0,3,1,2,13.06,2.71,0,4Yr,"University of Miami (Coral Gables, FL)"
2005,1s,,35,FrRnd,35,Padres,SDP,Y,"$950,000 ",*Cesar Ramos(minors),LHP,1.4,43,6,0,0,0,267,10,15,4.02,1.4,2,4Yr,"California State University, Long Beach (Long Beach, CA)"
2005,1,,11,FrRnd,11,Pirates,PIT,Y,"$1,900,000 ",Andrew McCutchen(minors),OF,46.1,1828,6786,277,0.279,0.843,,,,,,,HS,"Fort Meade HS (Fort Meade, FL)"
2005,1,,19,FrRnd,19,Rangers,TEX,Y,"$1,525,000 ",John Mayberry(minors),OF,1.5,574,1386,56,0.235,0.72,,,,,,,4Yr,"Stanford University (Palo Alto, CA)"
2005,1s,,42,FrRnd,42,Red Sox,BOS,Y,"$800,000 ",*Clay Buchholz(minors),RHP,16.8,29,46,0,0.087,0.234,236,90,69,3.98,1.3,0,JC,"Angelina College (Lufkin, TX)"
2005,1s,,45,FrRnd,45,Red Sox,BOS,Y,"$762,000 ",*Jed Lowrie(minors),2B,16,1303,4599,121,0.257,0.737,,,,,,,4Yr,"Stanford University (Palo Alto, CA)"
2005,1s,,47,FrRnd,47,Red Sox,BOS,Y,"$730,000 ",*Michael Bowden(minors),RHP,0.8,64,2,0,0,0,103,3,5,4.51,1.4,0,HS,"Waubonsie Valley HS (Aurora, IL)"
2005,1,,23,FrRnd,23,Red Sox via Angels,BOS,Y,"$1,400,000 ",*Jacoby Ellsbury(minors),OF,31.2,1235,4846,104,0.284,0.76,,,,,,,4Yr,"Oregon State University (Corvallis, OR)"
2005,1,,26,FrRnd,26,Red Sox via Dodgers,BOS,Y,"$1,325,000 ",*Craig Hansen(minors),RHP,-1.9,27,0,0,,,95,4,9,6.34,1.72,3,4Yr,"St. John's University (Queens, NY)"
2005,1,,12,FrRnd,12,Reds,CIN,Y,"$1,800,000 ",Jay Bruce(minors),OF,19.9,1650,5964,319,0.244,0.781,,,,,,,HS,"West Brook HS (Beaumont, TX)"
2005,1,,7,FrRnd,7,Rockies,COL,Y,"$2,300,000 ",Troy Tulowitzki(minors),SS,44.5,1291,4804,225,0.29,0.856,,,,,,,4Yr,"California State University, Long Beach (Long Beach, CA)"
2005,1s,,32,FrRnd,32,Rockies,COL,Y,"$1,025,000 ",*Chaz Roe(minors),RHP,1.2,62,1,0,0,0,245,11,8,3.89,1.34,3,HS,"Lafayette HS (Lexington, KY)"
2005,1,,2,FrRnd,2,Royals,KCR,Y,"$4,000,000 ",Alex Gordon(minors),3B,34.4,1753,6391,190,0.257,0.749,2,0,0,19.29,4.29,0,4Yr,"University of Nebraska-Lincoln (Lincoln, NE)"
2005,1,,10,FrRnd,10,Tigers,DET,Y,"$2,650,000 ",Cameron Maybin(minors),OF,13.5,1162,3824,72,0.254,0.697,,,,,,,HS,"T. C. Roberson HS (Asheville, NC)"
2005,1,,25,FrRnd,25,Twins,MIN,Y,"$1,350,000 ",Matt Garza(minors),RHP,12.5,152,274,0,0.08,0.201,290,93,106,4.09,1.32,1,4Yr,"California State University, Fresno (Fresno, CA)"
2005,1s,,39,FrRnd,39,Twins,MIN,Y,"$900,000 ",*Hank Sanchez(minors),1B,,,,,,,,,,,,,HS,"Mission Bay HS (San Diego, CA)"
2005,1,,15,FrRnd,15,White Sox,CHW,Y,"$1,570,000 ",Lance Broadway(minors),RHP,0.3,8,0,0,,,27,2,2,5.24,1.6,0,4Yr,"Texas Christian University (Fort Worth, TX)"
2005,1,,17,FrRnd,17,Yankees via Phillies,NYY,Y,"$1,575,000 ",*C.J. Henry(minors),SS,,,,,,,,,,,,,HS,"Putnam City HS (Oklahoma City, OK)"
2006,1,,25,FrRnd,25,Angels via Indians,ANA,Y,"$1,350,000 ",*Hank Conger(minors),C,2,373,1013,31,0.221,0.66,,,,,,,HS,"Huntington Beach HS (Huntington Beach, CA)"
2006,1,,23,FrRnd,23,Astros,HOU,Y,"$1,400,000 ",Maxwell Sapp(minors),C,,,,,,,,,,,,,HS,"Bishop Moore HS (Orlando, FL)"
2006,1,,14,FrRnd,14,Blue Jays,TOR,Y,"$1,700,000 ",Travis Snider(minors),OF,4.3,630,1783,54,0.244,0.709,1,0,0,18,3,0,HS,"Henry M. Jackson HS (Mill Creek, WA)"
2006,1,,24,FrRnd,24,Braves,ATL,Y,"$1,375,000 ",Cody Johnson(minors),OF,,,,,,,,,,,,,HS,"A. Crawford Mosley HS (Lynn Haven, FL)"
2006,1s,,38,FrRnd,38,Braves,ATL,Y,"$900,000 ",*Cory Rasmus(minors),RHP,0.5,10,1,0,0,0,84,4,5,4.17,1.33,0,HS,"Russell County HS (Seale, AL)"
2006,1s,,43,FrRnd,43,Braves,ATL,Y,"$800,000 ",*Steve Evarts(minors),LHP,,,,,,,,,,,,,HS,"T. R. Robinson HS (Tampa, FL)"
2006,1,,16,FrRnd,16,Brewers,MIL,Y,"$1,550,000 ",Jeremy Jeffress(minors),RHP,8.8,290,3,0,0,0,414,32,12,3.08,1.32,52,HS,"Halifax County HS (South Boston, VA)"
2006,1,,30,FrRnd,30,Cardinals,STL,Y,"$950,000 ",Adam Ottavino(minors),RHP,12.4,354,24,0,0.083,0.203,565,34,33,3.55,1.31,30,4Yr,"Northeastern University (Boston, MA)"
2006,1s,,42,FrRnd,42,Cardinals,STL,Y,"$800,000 ",*Chris Perez(minors),RHP,4.7,125,2,0,0,0,393,16,24,3.51,1.24,133,4Yr,"University of Miami (Coral Gables, FL)"
2006,1,,13,FrRnd,13,Cubs,CHC,Y,"$1,475,000 ",Tyler Colvin(minors),OF,0.9,441,1215,49,0.239,0.733,,,,,,,4Yr,"Clemson University (Clemson, SC)"
2006,1,,3,FrRnd,3,Devil Rays,TBD,Y,"$3,000,000 ",Evan Longoria(minors),3B,57.6,1866,6958,325,0.266,0.808,,,,,,,4Yr,"California State University, Long Beach (Long Beach, CA)"
2006,1,,11,FrRnd,11,Diamondbacks,ARI,Y,"$3,000,000 ",Max Scherzer(minors),RHP,68.1,238,464,1,0.168,0.381,415,195,98,3.15,1.08,0,4Yr,"University of Missouri (Columbia, MO)"
2006,1s,,34,FrRnd,34,Diamondbacks,ARI,Y,"$900,000 ",*Brooks Brown(minors),RHP,0.9,63,1,0,0,0,64,1,4,3.97,1.24,0,4Yr,"University of Georgia (Athens, GA)"
2006,1,,7,FrRnd,7,Dodgers,LAD,Y,"$2,300,000 ",Clayton Kershaw(minors),LHP,73.9,357,698,1,0.162,0.39,389,190,86,2.49,1.01,0,HS,"Highland Park HS (University Park, TX)"
2006,1s,,31,FrRnd,31,Dodgers,LAD,Y,"$1,000,000 ",*Preston Mattingly(minors),SS,,,,,,,,,,,,,HS,"Central HS (Evansville, IN)"
2006,1,,26,FrRnd,26,Dodgers via Angels,LAD,Y,"$1,325,000 ",*Bryan Morris(minors),RHP,2.7,219,7,0,0.143,0.286,231,20,12,3.13,1.37,1,JC,"Motlow State Community College (Lynchburg, TN)"
2006,1,,10,FrRnd,10,Giants,SFG,Y,"$2,025,000 ",Tim Lincecum(minors),RHP,19.5,262,474,0,0.112,0.3,278,110,89,3.74,1.29,1,4Yr,"University of Washington (Seattle, WA)"
2006,1s,,33,FrRnd,33,Giants,SFG,Y,"$1,000,000 ",*Emmanuel Burriss(minors),SS,-2.7,325,768,1,0.237,0.565,,,,,,,4Yr,"Kent State University (Kent, OH)"
2006,1s,,39,FrRnd,39,Indians,CLE,Y,"$900,000 ",*David Huff(minors),LHP,-1.8,22,8,0,0.125,0.25,120,25,30,5.17,1.51,0,4Yr,"University of California, Los Angeles (Los Angeles, CA)"
2006,1,,5,FrRnd,5,Mariners,SEA,Y,"$2,450,000 ",Brandon Morrow(minors),RHP,11.1,115,24,0,0,0.04,334,51,43,3.96,1.31,40,4Yr,"University of California, Berkeley (Berkeley, CA)"
